txn_id,timestamp,from_account,to_account,amount,channel,from_bank,to_bank
TXN000056,2026-08-29 03:14:20,ACC00038,ACC00043,67096.79,IMPS,BANK_B,BANK_B
TXN000057,2026-08-29 03:49:20,ACC00043,ACC00064,65599.4,IMPS,BANK_B,BANK_A
TXN000058,2026-08-29 02:10:20,ACC00038,ACC00044,49616.72,UPI,BANK_B,BANK_A
TXN000059,2026-08-29 02:22:20,ACC00044,ACC00064,48963.21,IMPS,BANK_A,BANK_A
TXN000060,2026-08-29 04:12:20,ACC00038,ACC00045,55378.82,UPI,BANK_B,BANK_B
TXN000061,2026-08-29 04:36:20,ACC00045,ACC00064,54084.07,UPI,BANK_B,BANK_A
TXN000062,2026-08-29 01:52:20,ACC00038,ACC00046,71128.21,UPI,BANK_B,BANK_A
TXN000063,2026-08-29 02:04:20,ACC00046,ACC00064,70020.01,IMPS,BANK_A,BANK_A
TXN000064,2026-08-29 03:12:20,ACC00038,ACC00047,76688.35,IMPS,BANK_B,BANK_A
TXN000065,2026-08-29 03:31:20,ACC00047,ACC00064,75017.49,UPI,BANK_A,BANK_A
TXN000066,2026-08-29 02:33:20,ACC00038,ACC00048,65742.89,IMPS,BANK_B,BANK_B
TXN000067,2026-08-29 03:18:20,ACC00048,ACC00064,64200.69,IMPS,BANK_B,BANK_A
TXN000068,2026-08-29 01:47:20,ACC00038,ACC00049,52298.58,UPI,BANK_B,BANK_A
TXN000069,2026-08-29 02:15:20,ACC00049,ACC00064,51269.23,IMPS,BANK_A,BANK_A
TXN000070,2026-08-29 02:49:20,ACC00038,ACC00050,60554.49,UPI,BANK_B,BANK_A
TXN000071,2026-08-29 02:54:20,ACC00050,ACC00064,59696.49,UPI,BANK_A,BANK_A
TXN000072,2026-08-29 02:18:20,ACC00038,ACC00051,76710.25,UPI,BANK_B,BANK_A
TXN000073,2026-08-29 02:46:20,ACC00051,ACC00064,74891.24,UPI,BANK_A,BANK_A
TXN000074,2026-08-29 04:16:20,ACC00038,ACC00052,29104.4,IMPS,BANK_B,BANK_A
TXN000075,2026-08-29 04:54:20,ACC00052,ACC00064,28438.55,IMPS,BANK_A,BANK_A
TXN000076,2026-08-29 02:09:20,ACC00038,ACC00053,68484.49,UPI,BANK_B,BANK_A
TXN000077,2026-08-29 02:21:20,ACC00053,ACC00064,67743.23,UPI,BANK_A,BANK_A
TXN000078,2026-08-29 03:28:20,ACC00038,ACC00054,40983.59,IMPS,BANK_B,BANK_B
TXN000079,2026-08-29 03:35:20,ACC00054,ACC00064,40466.37,UPI,BANK_B,BANK_A
TXN000080,2026-08-29 02:20:20,ACC00038,ACC00055,76262.82,UPI,BANK_B,BANK_B
TXN000081,2026-08-29 02:30:20,ACC00055,ACC00064,74902.68,IMPS,BANK_B,BANK_A
TXN000082,2026-08-29 03:40:20,ACC00038,ACC00056,63882.07,IMPS,BANK_B,BANK_A
TXN000083,2026-08-29 03:58:20,ACC00056,ACC00064,63048.3,UPI,BANK_A,BANK_A
TXN000084,2026-08-29 03:15:20,ACC00038,ACC00057,41375.69,IMPS,BANK_B,BANK_B
TXN000085,2026-08-29 03:43:20,ACC00057,ACC00064,40283.66,IMPS,BANK_B,BANK_A
TXN000086,2026-08-29 01:36:20,ACC00038,ACC00058,29139.93,IMPS,BANK_B,BANK_A
TXN000087,2026-08-29 02:05:20,ACC00058,ACC00064,28839.92,IMPS,BANK_A,BANK_A
TXN000088,2026-08-29 03:45:20,ACC00038,ACC00059,62647.92,UPI,BANK_B,BANK_B
TXN000089,2026-08-29 04:00:20,ACC00059,ACC00064,61005.23,UPI,BANK_B,BANK_A
TXN000090,2026-08-29 04:10:20,ACC00038,ACC00060,84550.49,UPI,BANK_B,BANK_B
TXN000091,2026-08-29 04:21:20,ACC00060,ACC00064,82842.1,IMPS,BANK_B,BANK_A
TXN000092,2026-08-29 02:04:20,ACC00038,ACC00061,35154.61,UPI,BANK_B,BANK_B
TXN000093,2026-08-29 02:39:20,ACC00061,ACC00064,34787.28,UPI,BANK_B,BANK_A
TXN000094,2026-08-29 04:14:20,ACC00038,ACC00062,84391.31,UPI,BANK_B,BANK_A
TXN000095,2026-08-29 04:26:20,ACC00062,ACC00064,82120.14,UPI,BANK_A,BANK_A
TXN000096,2026-08-29 03:53:20,ACC00038,ACC00063,46061.71,UPI,BANK_B,BANK_A
TXN000097,2026-08-29 04:36:20,ACC00063,ACC00064,45176.33,IMPS,BANK_A,BANK_A
TXN000098,2026-09-16 00:17:18,ACC00065,ACC00066,16900.53,IMPS,BANK_B,BANK_A
TXN000099,2026-09-16 00:58:18,ACC00066,ACC00106,16589.33,UPI,BANK_A,BANK_B
TXN000100,2026-09-15 23:50:18,ACC00065,ACC00067,61917.97,UPI,BANK_B,BANK_A
TXN000101,2026-09-16 00:33:18,ACC00067,ACC00106,60263.57,IMPS,BANK_A,BANK_B
TXN000102,2026-09-15 23:43:18,ACC00065,ACC00068,70842.07,UPI,BANK_B,BANK_A
TXN000103,2026-09-16 00:09:18,ACC00068,ACC00106,69295.82,UPI,BANK_A,BANK_B
TXN000104,2026-09-15 22:49:18,ACC00065,ACC00069,75012.42,UPI,BANK_B,BANK_A
TXN000105,2026-09-15 23:13:18,ACC00069,ACC00106,73629.19,UPI,BANK_A,BANK_B
TXN000106,2026-09-15 22:58:18,ACC00065,ACC00070,87541.67,UPI,BANK_B,BANK_B
TXN000107,2026-09-15 23:30:18,ACC00070,ACC00106,87091.05,UPI,BANK_B,BANK_B
TXN000108,2026-09-15 23:15:18,ACC00065,ACC00071,39315.18,UPI,BANK_B,BANK_B
TXN000109,2026-09-15 23:41:18,ACC00071,ACC00106,38676.38,IMPS,BANK_B,BANK_B
TXN000110,2026-09-15 22:19:18,ACC00065,ACC00072,51748.24,UPI,BANK_B,BANK_A
TXN000111,2026-09-15 23:04:18,ACC00072,ACC00106,51179.45,UPI,BANK_A,BANK_B
TXN000112,2026-09-15 23:57:18,ACC00065,ACC00073,71386.58,IMPS,BANK_B,BANK_B
TXN000113,2026-09-16 00:11:18,ACC00073,ACC00106,70935.31,IMPS,BANK_B,BANK_B
TXN000114,2026-09-16 00:30:18,ACC00065,ACC00074,45983.67,UPI,BANK_B,BANK_B
TXN000115,2026-09-16 01:07:18,ACC00074,ACC00106,44844.65,IMPS,BANK_B,BANK_B
TXN000116,2026-09-15 23:33:18,ACC00065,ACC00075,22699.15,UPI,BANK_B,BANK_B
TXN000117,2026-09-15 23:42:18,ACC00075,ACC00106,22350.64,IMPS,BANK_B,BANK_B
TXN000118,2026-09-16 00:27:18,ACC00065,ACC00076,49547.51,UPI,BANK_B,BANK_A
TXN000119,2026-09-16 00:50:18,ACC00076,ACC00106,48735.26,IMPS,BANK_A,BANK_B
TXN000120,2026-09-15 23:33:18,ACC00065,ACC00077,80294.46,UPI,BANK_B,BANK_A
TXN000121,2026-09-16 00:15:18,ACC00077,ACC00106,79750.36,IMPS,BANK_A,BANK_B
TXN000122,2026-09-15 23:33:18,ACC00065,ACC00078,64460.35,IMPS,BANK_B,BANK_A
TXN000123,2026-09-16 00:10:18,ACC00078,ACC00106,63451.43,UPI,BANK_A,BANK_B
TXN000124,2026-09-15 22:58:18,ACC00065,ACC00079,71221.02,UPI,BANK_B,BANK_A
TXN000125,2026-09-15 23:37:18,ACC00079,ACC00106,69337.37,IMPS,BANK_A,BANK_B
TXN000126,2026-09-16 00:59:18,ACC00065,ACC00080,23401.69,UPI,BANK_B,BANK_A
TXN000127,2026-09-16 01:15:18,ACC00080,ACC00106,22773.19,UPI,BANK_A,BANK_B
TXN000128,2026-09-15 23:30:18,ACC00065,ACC00081,59199.69,UPI,BANK_B,BANK_B
TXN000129,2026-09-16 00:04:18,ACC00081,ACC00106,57899.23,UPI,BANK_B,BANK_B
TXN000130,2026-09-16 00:10:18,ACC00065,ACC00082,35551.37,UPI,BANK_B,BANK_A
TXN000131,2026-09-16 00:30:18,ACC00082,ACC00106,34766.92,IMPS,BANK_A,BANK_B
TXN000132,2026-09-15 23:54:18,ACC00065,ACC00083,39735.47,UPI,BANK_B,BANK_B
TXN000133,2026-09-16 00:32:18,ACC00083,ACC00106,38888.24,UPI,BANK_B,BANK_B
TXN000134,2026-09-15 22:16:18,ACC00065,ACC00084,88691.7,IMPS,BANK_B,BANK_A
TXN000135,2026-09-15 22:50:18,ACC00084,ACC00106,86792.76,IMPS,BANK_A,BANK_B
TXN000136,2026-09-15 23:34:18,ACC00065,ACC00085,58866.56,UPI,BANK_B,BANK_B
TXN000137,2026-09-16 00:06:18,ACC00085,ACC00106,57494.36,IMPS,BANK_B,BANK_B
TXN000138,2026-09-15 22:36:18,ACC00065,ACC00086,80026.87,UPI,BANK_B,BANK_A
TXN000139,2026-09-15 23:16:18,ACC00086,ACC00106,78751.69,IMPS,BANK_A,BANK_B
TXN000140,2026-09-15 23:27:18,ACC00065,ACC00087,26147.37,IMPS,BANK_B,BANK_B
TXN000141,2026-09-15 23:39:18,ACC00087,ACC00106,25893.28,IMPS,BANK_B,BANK_B
TXN000142,2026-09-15 23:39:18,ACC00065,ACC00088,72730.73,UPI,BANK_B,BANK_B
TXN000143,2026-09-16 00:12:18,ACC00088,ACC00106,71284.72,IMPS,BANK_B,BANK_B
TXN000144,2026-09-16 00:07:18,ACC00065,ACC00089,88059.24,IMPS,BANK_B,BANK_A
TXN000145,2026-09-16 00:20:18,ACC00089,ACC00106,86780.6,UPI,BANK_A,BANK_B
TXN000146,2026-09-15 22:27:18,ACC00065,ACC00090,80155.17,UPI,BANK_B,BANK_A
TXN000147,2026-09-15 22:34:18,ACC00090,ACC00106,78285.38,UPI,BANK_A,BANK_B
TXN000148,2026-09-15 23:52:18,ACC00065,ACC00091,60918.32,UPI,BANK_B,BANK_A
TXN000149,2026-09-16 00:12:18,ACC00091,ACC00106,59760.35,IMPS,BANK_A,BANK_B
TXN000150,2026-09-15 22:30:18,ACC00065,ACC00092,60885.01,UPI,BANK_B,BANK_B
TXN000151,2026-09-15 22:55:18,ACC00092,ACC00106,60469.32,UPI,BANK_B,BANK_B
TXN000152,2026-09-15 22:44:18,ACC00065,ACC00093,62476.35,IMPS,BANK_B,BANK_A
TXN000153,2026-09-15 23:01:18,ACC00093,ACC00106,61797.77,IMPS,BANK_A,BANK_B
TXN000154,2026-09-16 00:43:18,ACC00065,ACC00094,57004.07,UPI,BANK_B,BANK_B
TXN000155,2026-09-16 00:53:18,ACC00094,ACC00106,55826.8,UPI,BANK_B,BANK_B
TXN000156,2026-09-15 23:50:18,ACC00065,ACC00095,64227.37,IMPS,BANK_B,BANK_A
TXN000157,2026-09-15 23:52:18,ACC00095,ACC00106,62907.97,UPI,BANK_A,BANK_B
TXN000158,2026-09-16 00:59:18,ACC00065,ACC00096,22625.37,UPI,BANK_B,BANK_A
TXN000159,2026-09-16 01:10:18,ACC00096,ACC00106,22013.06,IMPS,BANK_A,BANK_B
TXN000160,2026-09-15 22:36:18,ACC00065,ACC00097,72372.13,UPI,BANK_B,BANK_A
TXN000161,2026-09-15 22:45:18,ACC00097,ACC00106,71112.44,IMPS,BANK_A,BANK_B
TXN000162,2026-09-16 00:24:18,ACC00065,ACC00098,64514.28,IMPS,BANK_B,BANK_B
TXN000163,2026-09-16 00:58:18,ACC00098,ACC00106,62739.24,IMPS,BANK_B,BANK_B
TXN000164,2026-09-15 22:52:18,ACC00065,ACC00099,44152.1,IMPS,BANK_B,BANK_A
TXN000165,2026-09-15 23:20:18,ACC00099,ACC00106,43632.95,IMPS,BANK_A,BANK_B
TXN000166,2026-09-15 23:49:18,ACC00065,ACC00100,41046.59,UPI,BANK_B,BANK_B
TXN000167,2026-09-16 00:22:18,ACC00100,ACC00106,40221.01,IMPS,BANK_B,BANK_B
TXN000168,2026-09-16 00:45:18,ACC00065,ACC00101,75092.27,IMPS,BANK_B,BANK_A
TXN000169,2026-09-16 01:10:18,ACC00101,ACC00106,74014.96,IMPS,BANK_A,BANK_B
TXN000170,2026-09-15 23:58:18,ACC00065,ACC00102,59649.14,IMPS,BANK_B,BANK_A
TXN000171,2026-09-16 00:09:18,ACC00102,ACC00106,58266.65,IMPS,BANK_A,BANK_B
TXN000172,2026-09-15 22:59:18,ACC00065,ACC00103,30011.12,IMPS,BANK_B,BANK_A
TXN000173,2026-09-15 23:26:18,ACC00103,ACC00106,29457.57,IMPS,BANK_A,BANK_B
TXN000174,2026-09-15 22:37:18,ACC00065,ACC00104,87622.61,UPI,BANK_B,BANK_A
TXN000175,2026-09-15 23:00:18,ACC00104,ACC00106,85306.71,UPI,BANK_A,BANK_B
TXN000176,2026-09-15 23:36:18,ACC00065,ACC00105,45696.36,UPI,BANK_B,BANK_A
TXN000177,2026-09-16 00:08:18,ACC00105,ACC00106,44546.75,IMPS,BANK_A,BANK_B
TXN000178,2026-08-22 16:16:43,ACC00107,ACC00108,676229.95,IMPS,BANK_B,BANK_B
TXN000179,2026-08-22 16:29:43,ACC00108,ACC00109,672891.57,IMPS,BANK_B,BANK_A
TXN000180,2026-08-22 16:37:43,ACC00109,ACC00110,661701.09,RTGS,BANK_A,BANK_A
TXN000181,2026-08-22 16:55:43,ACC00110,ACC00111,651670.15,IMPS,BANK_A,BANK_B
TXN000182,2026-09-11 18:29:28,ACC00112,ACC00113,1810199.06,RTGS,BANK_B,BANK_A
TXN000183,2026-09-11 18:39:28,ACC00113,ACC00114,1790923.69,IMPS,BANK_A,BANK_B
TXN000184,2026-09-11 18:48:28,ACC00114,ACC00115,1787701.31,IMPS,BANK_B,BANK_A
TXN000185,2026-09-11 18:57:28,ACC00115,ACC00116,1775289.21,IMPS,BANK_A,BANK_B
TXN000186,2026-09-11 19:07:28,ACC00116,ACC00117,1749544.64,IMPS,BANK_B,BANK_B
TXN000187,2026-08-29 10:29:05,ACC00118,ACC00119,1185003.97,IMPS,BANK_B,BANK_B
TXN000188,2026-08-29 10:38:05,ACC00119,ACC00120,1176205.56,RTGS,BANK_B,BANK_A
TXN000189,2026-08-29 10:42:05,ACC00120,ACC00121,1171763.28,RTGS,BANK_A,BANK_B
TXN000190,2026-08-29 10:46:05,ACC00121,ACC00122,1169881.12,RTGS,BANK_B,BANK_B
TXN000191,2026-08-29 10:52:05,ACC00122,ACC00123,1162685.26,RTGS,BANK_B,BANK_B
TXN000192,2026-08-29 10:57:05,ACC00123,ACC00124,1143887.71,IMPS,BANK_B,BANK_A
TXN000193,2026-08-29 11:01:05,ACC00124,ACC00125,1128610.98,RTGS,BANK_A,BANK_A
TXN000194,2026-09-03 16:27:25,ACC00132,ACC00136,993762.17,CASH,BANK_B,BANK_B
TXN000195,2026-08-22 10:02:08,ACC00134,ACC00136,967633.79,CASH,BANK_B,BANK_B
TXN000196,2026-09-05 18:25:36,ACC00126,ACC00136,966845.12,CASH,BANK_B,BANK_B
TXN000197,2026-08-29 06:48:53,ACC00128,ACC00136,943047.44,CASH,BANK_B,BANK_B
TXN000198,2026-09-01 12:25:23,ACC00132,ACC00136,994487.68,CASH,BANK_B,BANK_B
TXN000199,2026-08-20 15:37:10,ACC00127,ACC00136,961547.84,CASH,BANK_B,BANK_B
TXN000200,2026-09-01 13:02:44,ACC00130,ACC00136,905653.28,CASH,BANK_B,BANK_B
TXN000201,2026-08-25 15:07:33,ACC00127,ACC00136,965029.29,CASH,BANK_B,BANK_B
TXN000202,2026-08-22 23:15:00,ACC00128,ACC00136,959145.9,CASH,BANK_B,BANK_B
TXN000203,2026-09-01 15:49:26,ACC00133,ACC00136,991743.4,CASH,BANK_B,BANK_B
TXN000204,2026-09-12 09:22:24,ACC00128,ACC00136,993215.42,CASH,BANK_B,BANK_B
TXN000205,2026-09-03 11:33:49,ACC00130,ACC00136,944733.58,CASH,BANK_B,BANK_B
TXN000206,2026-08-26 09:55:41,ACC00135,ACC00136,930070.25,CASH,BANK_B,BANK_B
TXN000207,2026-08-21 13:18:30,ACC00131,ACC00136,962270.25,CASH,BANK_B,BANK_B
TXN000208,2026-08-23 12:23:36,ACC00129,ACC00136,993643.05,CASH,BANK_B,BANK_B
TXN000209,2026-09-08 15:32:00,ACC00131,ACC00136,900183.42,CASH,BANK_B,BANK_B
TXN000210,2026-08-30 13:33:18,ACC00130,ACC00136,904014.97,CASH,BANK_B,BANK_B
TXN000211,2026-09-07 14:37:48,ACC00132,ACC00136,994472.45,CASH,BANK_B,BANK_B
TXN000212,2026-09-15 07:43:25,ACC00131,ACC00136,923529.21,CASH,BANK_B,BANK_B
TXN000213,2026-09-16 07:59:44,ACC00128,ACC00136,944542.5,CASH,BANK_B,BANK_B
TXN000214,2026-08-22 11:40:37,ACC00131,ACC00136,904979.62,CASH,BANK_B,BANK_B
TXN000215,2026-08-18 17:24:25,ACC00126,ACC00136,980264.8,CASH,BANK_B,BANK_B
TXN000216,2026-08-28 15:30:02,ACC00132,ACC00136,988377.23,CASH,BANK_B,BANK_B
TXN000217,2026-08-27 18:21:31,ACC00130,ACC00136,916685.75,CASH,BANK_B,BANK_B
TXN000218,2026-08-22 12:33:11,ACC00132,ACC00136,938813.04,CASH,BANK_B,BANK_B
TXN000219,2026-08-20 22:40:47,ACC00128,ACC00136,916439.14,CASH,BANK_B,BANK_B
TXN000220,2026-08-18 22:00:49,ACC00130,ACC00136,956084.07,CASH,BANK_B,BANK_B
TXN000221,2026-08-28 13:42:18,ACC00127,ACC00136,952794.01,CASH,BANK_B,BANK_B
TXN000222,2026-09-03 10:41:29,ACC00132,ACC00136,934098.37,CASH,BANK_B,BANK_B
TXN000223,2026-08-29 13:01:26,ACC00132,ACC00136,923221.86,CASH,BANK_B,BANK_B
TXN000224,2026-08-28 10:07:50,ACC00138,ACC00147,46742.29,CASH,BANK_B,BANK_B
TXN000225,2026-09-12 12:44:07,ACC00146,ACC00147,48801.6,CASH,BANK_B,BANK_B
TXN000226,2026-09-03 14:15:57,ACC00138,ACC00147,46264.19,CASH,BANK_B,BANK_B
TXN000227,2026-09-02 17:05:24,ACC00146,ACC00147,45829.34,CASH,BANK_B,BANK_B
TXN000228,2026-08-21 17:23:27,ACC00142,ACC00147,48671.21,CASH,BANK_B,BANK_B
TXN000229,2026-09-07 11:06:56,ACC00144,ACC00147,48791.5,CASH,BANK_B,BANK_B
TXN000230,2026-09-13 14:36:37,ACC00146,ACC00147,45433.39,CASH,BANK_B,BANK_B
TXN000231,2026-09-03 13:13:52,ACC00143,ACC00147,45404.29,CASH,BANK_B,BANK_B
TXN000232,2026-08-22 17:42:18,ACC00137,ACC00147,49013.21,CASH,BANK_B,BANK_B
TXN000233,2026-08-30 10:28:53,ACC00138,ACC00147,47464.65,CASH,BANK_B,BANK_B
TXN000234,2026-08-22 15:47:28,ACC00137,ACC00147,48385.27,CASH,BANK_B,BANK_B
TXN000235,2026-08-22 17:27:28,ACC00138,ACC00147,48450.89,CASH,BANK_B,BANK_B
TXN000236,2026-09-06 11:12:40,ACC00145,ACC00147,47453.79,CASH,BANK_B,BANK_B
TXN000237,2026-09-12 15:36:41,ACC00143,ACC00147,49005.63,CASH,BANK_B,BANK_B
TXN000238,2026-09-15 17:40:52,ACC00142,ACC00147,45011.67,CASH,BANK_B,BANK_B
TXN000239,2026-08-31 00:26:26,ACC00146,ACC00147,47336.38,CASH,BANK_B,BANK_B
TXN000240,2026-08-29 17:32:05,ACC00144,ACC00147,48755.68,CASH,BANK_B,BANK_B
TXN000241,2026-08-30 09:08:55,ACC00140,ACC00147,48374.86,CASH,BANK_B,BANK_B
TXN000242,2026-08-21 09:49:29,ACC00137,ACC00147,47285.92,CASH,BANK_B,BANK_B
TXN000243,2026-09-11 11:50:39,ACC00146,ACC00147,46420.67,CASH,BANK_B,BANK_B
TXN000244,2026-09-05 07:25:15,ACC00138,ACC00147,47143.48,CASH,BANK_B,BANK_B
TXN000245,2026-08-19 12:42:57,ACC00140,ACC00147,46565.28,CASH,BANK_B,BANK_B
TXN000246,2026-08-21 17:09:44,ACC00138,ACC00147,45135.4,CASH,BANK_B,BANK_B
TXN000247,2026-09-01 22:26:26,ACC00142,ACC00147,46478.31,CASH,BANK_B,BANK_B
TXN000248,2026-09-11 10:24:15,ACC00141,ACC00147,49200.8,CASH,BANK_B,BANK_B
TXN000249,2026-09-14 09:25:19,ACC00145,ACC00147,48794.73,CASH,BANK_B,BANK_B
TXN000250,2026-08-23 23:17:26,ACC00142,ACC00147,48421.23,CASH,BANK_B,BANK_B
TXN000251,2026-09-09 14:11:13,ACC00142,ACC00147,48367.92,CASH,BANK_B,BANK_B
TXN000252,2026-09-04 18:03:31,ACC00145,ACC00147,47006.51,CASH,BANK_B,BANK_B
TXN000253,2026-09-08 10:18:46,ACC00139,ACC00147,46037.13,CASH,BANK_B,BANK_B
TXN000254,2026-09-06 09:38:31,ACC00140,ACC00147,48081.59,CASH,BANK_B,BANK_B
TXN000255,2026-08-19 17:50:59,ACC00145,ACC00147,47585.93,CASH,BANK_B,BANK_B
TXN000256,2026-08-26 09:10:30,ACC00146,ACC00147,47958.89,CASH,BANK_B,BANK_B
TXN000257,2026-08-29 14:18:40,ACC00139,ACC00147,48472.77,CASH,BANK_B,BANK_B
TXN000258,2026-08-26 09:09:39,ACC00141,ACC00147,45513.77,CASH,BANK_B,BANK_B
TXN000259,2026-09-06 09:26:32,ACC00001,ACC02499,4128.79,CASH,BANK_A,BANK_B
TXN000260,2026-09-04 12:27:51,ACC00001,ACC00970,1852.58,IMPS,BANK_A,BANK_B
TXN000261,2026-08-23 10:15:35,ACC01302,ACC00001,2220.3,CASH,BANK_A,BANK_A
TXN000262,2026-09-05 14:05:55,ACC01163,ACC00001,3637.26,UPI,BANK_A,BANK_A
TXN000263,2026-08-25 15:42:54,ACC01857,ACC00002,3714.39,CASH,BANK_B,BANK_A
TXN000264,2026-09-15 12:51:04,ACC00002,ACC00395,5470.08,CASH,BANK_A,BANK_A
TXN000265,2026-08-31 02:28:02,ACC01693,ACC00003,1610.32,IMPS,BANK_A,BANK_B
